Model,TBS1052C
-1.923e-01,-0.4
-1.920e-01,-4.4
-1.917e-01,1.6
-1.914e-01,2
-1.910e-01,-1.6
-1.907e-01,6.4
-1.904e-01,13.2
-1.901e-01,7.6
-1.898e-01,-0.4
-1.894e-01,2.4
-1.891e-01,1.6
-1.888e-01,2.4
-1.885e-01,13.6
-1.882e-01,5.2
-1.878e-01,0.4
-1.875e-01,4.8
-1.872e-01,13.2
-1.869e-01,5.2
-1.866e-01,7.2
-1.862e-01,7.6
-1.859e-01,2.8
-1.856e-01,6.8
-1.853e-01,3.6
-1.850e-01,5.2
-1.846e-01,8
-1.843e-01,7.6
-1.840e-01,6
-1.837e-01,0.8
-1.834e-01,2
-1.830e-01,7.6
-1.827e-01,6.4
-1.824e-01,4
-1.821e-01,3.2
-1.818e-01,-1.2
-1.814e-01,1.2
-1.811e-01,0.4
-1.808e-01,6.4
-1.805e-01,1.6
-1.802e-01,0
-1.798e-01,-2.4
-1.795e-01,-2.4
-1.792e-01,1.2
-1.789e-01,0.8
-1.786e-01,-8.8
-1.782e-01,-8.8
-1.779e-01,-9.2
-1.776e-01,-2.8
-1.773e-01,5.2
-1.770e-01,-7.2
-1.766e-01,-8
-1.763e-01,-8.8
-1.760e-01,-8.8
-1.757e-01,-8.8
-1.754e-01,-8.4
-1.750e-01,-8
-1.747e-01,-3.2
-1.744e-01,-9.2
-1.741e-01,-9.2
-1.738e-01,-8.8
-1.734e-01,-6.4
-1.731e-01,-6
-1.728e-01,-2
-1.725e-01,-4.4
-1.722e-01,0.4
-1.718e-01,-8.8
-1.715e-01,1.6
-1.712e-01,-8.4
-1.709e-01,2.4
-1.706e-01,-2.4
-1.702e-01,-0.4
-1.699e-01,-5.2
-1.696e-01,-0.8
-1.693e-01,0.4
-1.690e-01,-3.6
-1.686e-01,8
-1.683e-01,12.8
-1.680e-01,6
-1.677e-01,1.2
-1.674e-01,-8.4
-1.670e-01,-8.4
-1.667e-01,-0.4
-1.664e-01,4
-1.661e-01,9.6
-1.658e-01,2.4
-1.654e-01,3.2
-1.651e-01,2.4
-1.648e-01,6.8
-1.645e-01,7.6
-1.642e-01,10
-1.638e-01,10.4
-1.635e-01,7.6
-1.632e-01,6
-1.629e-01,3.6
-1.626e-01,7.2
-1.622e-01,6.4
-1.619e-01,6.8
-1.616e-01,4.4
-1.613e-01,3.2
-1.610e-01,1.6
-1.606e-01,2
-1.603e-01,6.8
-1.600e-01,9.6
-1.597e-01,6
-1.594e-01,2
-1.590e-01,0.8
-1.587e-01,0.4
-1.584e-01,2.4
-1.581e-01,3.2
-1.578e-01,0.8
-1.574e-01,-0.8
-1.571e-01,0
-1.568e-01,-1.2
-1.565e-01,0.8
-1.562e-01,1.6
-1.558e-01,1.2
-1.555e-01,0.4
-1.552e-01,-8.8
-1.549e-01,-9.2
-1.546e-01,-8.8
-1.542e-01,-8.4
-1.539e-01,-4.4
-1.536e-01,-8.8
-1.533e-01,-6.4
-1.530e-01,-8.8
-1.526e-01,-9.2
-1.523e-01,-8.8
-1.520e-01,-8
-1.517e-01,-8.4
-1.514e-01,-8.8
-1.510e-01,-8.8
-1.507e-01,-9.2
-1.504e-01,-8.8
-1.501e-01,-6
-1.498e-01,-5.2
-1.494e-01,-6.4
-1.491e-01,-6.8
-1.488e-01,-7.2
-1.485e-01,-1.6
-1.482e-01,-6.4
-1.478e-01,-1.6
-1.475e-01,-4.8
-1.472e-01,-7.6
-1.469e-01,-5.2
-1.466e-01,-5.2
-1.462e-01,-3.6
-1.459e-01,-2
-1.456e-01,-5.2
-1.453e-01,-0.4
-1.450e-01,-1.2
-1.446e-01,0.4
-1.443e-01,-0.4
-1.440e-01,1.6
-1.437e-01,3.6
-1.434e-01,1.6
-1.430e-01,2.8
-1.427e-01,1.6
-1.424e-01,2
-1.421e-01,0.8
-1.418e-01,0.8
-1.414e-01,2.8
-1.411e-01,6.8
-1.408e-01,4.4
-1.405e-01,8.4
-1.402e-01,3.2
-1.398e-01,0.8
-1.395e-01,4.4
-1.392e-01,6
-1.389e-01,10.4
-1.386e-01,10.8
-1.382e-01,6.8
-1.379e-01,8
-1.376e-01,9.6
-1.373e-01,4
-1.370e-01,6
-1.366e-01,8.8
-1.363e-01,5.6
-1.360e-01,1.2
-1.357e-01,2.8
-1.354e-01,4.8
-1.350e-01,6.8
-1.347e-01,2.8
-1.344e-01,2
-1.341e-01,0.8
-1.338e-01,2
-1.334e-01,1.2
-1.331e-01,-1.6
-1.328e-01,-2
-1.325e-01,0
-1.322e-01,2
-1.318e-01,1.2
-1.315e-01,-0.8
-1.312e-01,-0.8
-1.309e-01,-6.8
-1.306e-01,-8.8
-1.302e-01,-2.8
-1.299e-01,1.6
-1.296e-01,-8.8
-1.293e-01,-8.8
-1.290e-01,-9.2
-1.286e-01,-8.8
-1.283e-01,-8.8
-1.280e-01,-3.6
-1.277e-01,0.8
-1.274e-01,-8.8
-1.270e-01,-8.8
-1.267e-01,-8.8
-1.264e-01,-8.8
-1.261e-01,-5.2
-1.258e-01,-5.6
-1.254e-01,-4
-1.251e-01,-7.6
-1.248e-01,-4.8
-1.245e-01,-4.8
-1.242e-01,-4
-1.238e-01,-1.2
-1.235e-01,-3.2
-1.232e-01,-4.8
-1.229e-01,-7.2
-1.226e-01,-7.2
-1.222e-01,-4.8
-1.219e-01,-4
-1.216e-01,-0.4
-1.213e-01,-2
-1.210e-01,2.4
-1.206e-01,-0.8
-1.203e-01,1.2
-1.200e-01,2.8
-1.197e-01,3.2
-1.194e-01,0.8
-1.190e-01,-0.4
-1.187e-01,4.4
-1.184e-01,-1.2
-1.181e-01,4.4
-1.178e-01,4
-1.174e-01,1.6
-1.171e-01,8.4
-1.168e-01,4.4
-1.165e-01,5.6
-1.162e-01,6
-1.158e-01,9.6
-1.155e-01,8.4
-1.152e-01,5.6
-1.149e-01,4.8
-1.146e-01,7.2
-1.142e-01,0.8
-1.139e-01,4
-1.136e-01,8.8
-1.133e-01,4.8
-1.130e-01,2.4
-1.126e-01,2.8
-1.123e-01,10
-1.120e-01,9.2
-1.117e-01,3.6
-1.114e-01,4.4
-1.110e-01,0
-1.107e-01,-1.6
-1.104e-01,0.8
-1.101e-01,1.2
-1.098e-01,2
-1.094e-01,1.6
-1.091e-01,-0.8
-1.088e-01,-0.4
-1.085e-01,0
-1.082e-01,-0.4
-1.078e-01,-0.8
-1.075e-01,-8.8
-1.072e-01,-8.8
-1.069e-01,-8.8
-1.066e-01,-2.4
-1.062e-01,-1.2
-1.059e-01,-8
-1.056e-01,-6
-1.053e-01,-8.8
-1.050e-01,-8.8
-1.046e-01,-8.4
-1.043e-01,-6.4
-1.040e-01,-0.4
-1.037e-01,-8.8
-1.034e-01,-8.8
-1.030e-01,-8.8
-1.027e-01,-8.8
-1.024e-01,-7.2
-1.021e-01,-7.6
-1.018e-01,-6.4
-1.014e-01,-8.4
-1.011e-01,-8.8
-1.008e-01,-8
-1.005e-01,-3.2
-1.002e-01,-8
-9.984e-02,5.6
-9.952e-02,-9.2
-9.920e-02,0.8
-9.888e-02,-7.6
-9.856e-02,-2.4
-9.824e-02,0.4
-9.792e-02,-4.8
-9.760e-02,-1.2
-9.728e-02,0
-9.696e-02,-0.4
-9.664e-02,-1.6
-9.632e-02,1.6
-9.600e-02,1.2
-9.568e-02,0.8
-9.536e-02,-0.8
-9.504e-02,1.2
-9.472e-02,0.4
-9.440e-02,3.6
-9.408e-02,13.2
-9.376e-02,7.6
-9.344e-02,-0.4
-9.312e-02,6.8
-9.280e-02,5.6
-9.248e-02,3.2
-9.216e-02,12
-9.184e-02,11.6
-9.152e-02,13.6
-9.120e-02,7.6
-9.088e-02,8.8
-9.056e-02,13.2
-9.024e-02,6.8
-8.992e-02,8.8
-8.960e-02,9.2
-8.928e-02,6.4
-8.896e-02,5.6
-8.864e-02,10.4
-8.832e-02,4.8
-8.800e-02,6
-8.768e-02,2.8
-8.736e-02,0.4
-8.704e-02,-2.4
-8.672e-02,-1.2
-8.640e-02,0.4
-8.608e-02,1.2
-8.576e-02,0.8
-8.544e-02,2.4
-8.512e-02,2.4
-8.480e-02,2
-8.448e-02,-9.2
-8.416e-02,-9.2
-8.384e-02,-9.2
-8.352e-02,-8.4
-8.320e-02,3.6
-8.288e-02,-5.2
-8.256e-02,-3.6
-8.224e-02,-8.8
-8.192e-02,-8.8
-8.160e-02,-6.8
-8.128e-02,-5.6
-8.096e-02,-4.4
-8.064e-02,-8.8
-8.032e-02,-8.8
-8.000e-02,-8.8
-7.968e-02,-8.8
-7.936e-02,-8
-7.904e-02,0.4
-7.872e-02,-2.8
-7.840e-02,-6.4
-7.808e-02,-7.2
-7.776e-02,-1.6
-7.744e-02,-8.8
-7.712e-02,-2.4
-7.680e-02,-4.4
-7.648e-02,-3.6
-7.616e-02,-7.2
-7.584e-02,-8
-7.552e-02,-0.4
-7.520e-02,-2.8
-7.488e-02,2
-7.456e-02,2
-7.424e-02,2
-7.392e-02,0
-7.360e-02,4.4
-7.328e-02,6
-7.296e-02,4
-7.264e-02,1.6
-7.232e-02,1.6
-7.200e-02,3.6
-7.168e-02,3.6
-7.136e-02,5.2
-7.104e-02,8
-7.072e-02,6.4
-7.040e-02,8
-7.008e-02,6.4
-6.976e-02,5.6
-6.944e-02,11.6
-6.912e-02,10.8
-6.880e-02,12
-6.848e-02,10.8
-6.816e-02,5.6
-6.784e-02,6.8
-6.752e-02,5.6
-6.720e-02,6.4
-6.688e-02,10.4
-6.656e-02,4.8
-6.624e-02,7.2
-6.592e-02,6
-6.560e-02,5.6
-6.528e-02,9.6
-6.496e-02,6
-6.464e-02,2.8
-6.432e-02,3.6
-6.400e-02,1.2
-6.368e-02,-1.2
-6.336e-02,1.6
-6.304e-02,2.4
-6.272e-02,0.8
-6.240e-02,2.4
-6.208e-02,1.2
-6.176e-02,2.8
-6.144e-02,2.8
-6.112e-02,-2.8
-6.080e-02,-8.8
-6.048e-02,-8.8
-6.016e-02,4
-5.984e-02,5.6
-5.952e-02,-6.8
-5.920e-02,-8.8
-5.888e-02,-9.2
-5.856e-02,-9.2
-5.824e-02,-8.8
-5.792e-02,-2.8
-5.760e-02,-2
-5.728e-02,-6.4
-5.696e-02,-9.2
-5.664e-02,-8.8
-5.632e-02,-8.8
-5.600e-02,-5.2
-5.568e-02,-0.8
-5.536e-02,-2.8
-5.504e-02,-5.6
-5.472e-02,-9.2
-5.440e-02,13.2
-5.408e-02,-5.2
-5.376e-02,-3.6
-5.344e-02,4
-5.312e-02,0
-5.280e-02,-3.6
-5.248e-02,-4
-5.216e-02,-1.2
-5.184e-02,-0.4
-5.152e-02,2
-5.120e-02,2.4
-5.088e-02,0.4
-5.056e-02,4
-5.024e-02,4.4
-4.992e-02,12.8
-4.960e-02,4
-4.928e-02,3.2
-4.896e-02,-1.6
-4.864e-02,-0.8
-4.832e-02,8.8
-4.800e-02,12
-4.768e-02,13.2
-4.736e-02,13.6
-4.704e-02,8.8
-4.672e-02,6.8
-4.640e-02,11.6
-4.608e-02,12.8
-4.576e-02,9.2
-4.544e-02,6.8
-4.512e-02,6.8
-4.480e-02,3.6
-4.448e-02,3.6
-4.416e-02,8
-4.384e-02,11.6
-4.352e-02,4.4
-4.320e-02,3.2
-4.288e-02,6.4
-4.256e-02,7.6
-4.224e-02,2.4
-4.192e-02,4
-4.160e-02,2
-4.128e-02,-0.4
-4.096e-02,-4.8
-4.064e-02,-1.2
-4.032e-02,-1.6
-4.000e-02,2.4
-3.968e-02,3.6
-3.936e-02,3.6
-3.904e-02,-8.8
-3.872e-02,-9.2
-3.840e-02,-7.2
-3.808e-02,2.4
-3.776e-02,5.2
-3.744e-02,-4.4
-3.712e-02,-5.2
-3.680e-02,-8.8
-3.648e-02,-9.2
-3.616e-02,-8.8
-3.584e-02,-0.4
-3.552e-02,-8.4
-3.520e-02,-8.8
-3.488e-02,-8.8
-3.456e-02,-8.8
-3.424e-02,-8.8
-3.392e-02,-3.2
-3.360e-02,-2
-3.328e-02,-7.6
-3.296e-02,-8.8
-3.264e-02,-4.4
-3.232e-02,13.6
-3.200e-02,-2
-3.168e-02,3.2
-3.136e-02,-0.8
-3.104e-02,-3.2
-3.072e-02,1.2
-3.040e-02,1.2
-3.008e-02,-3.2
-2.976e-02,4
-2.944e-02,-2
-2.912e-02,3.6
-2.880e-02,-0.8
-2.848e-02,1.2
-2.816e-02,4.8
-2.784e-02,9.2
-2.752e-02,5.6
-2.720e-02,2.8
-2.688e-02,9.2
-2.656e-02,0
-2.624e-02,-3.2
-2.592e-02,6
-2.560e-02,10
-2.528e-02,2.4
-2.496e-02,8.4
-2.464e-02,4.4
-2.432e-02,2
-2.400e-02,8.8
-2.368e-02,9.2
-2.336e-02,12.8
-2.304e-02,8
-2.272e-02,6.4
-2.240e-02,6
-2.208e-02,6
-2.176e-02,6
-2.144e-02,5.2
-2.112e-02,3.6
-2.080e-02,4.8
-2.048e-02,0
-2.016e-02,3.2
-1.984e-02,10
-1.952e-02,6.8
-1.920e-02,5.2
-1.888e-02,6
-1.856e-02,1.6
-1.824e-02,-0.8
-1.792e-02,0.4
-1.760e-02,0.8
-1.728e-02,-0.8
-1.696e-02,0
-1.664e-02,2
-1.632e-02,3.6
-1.600e-02,-8.8
-1.568e-02,-9.2
-1.536e-02,-9.2
-1.504e-02,-8.8
-1.472e-02,-8.4
-1.440e-02,-3.6
-1.408e-02,-5.6
-1.376e-02,-8.8
-1.344e-02,-9.2
-1.312e-02,-8.8
-1.280e-02,-7.6
-1.248e-02,-1.2
-1.216e-02,-2
-1.184e-02,-9.2
-1.152e-02,-8.8
-1.120e-02,-8.8
-1.088e-02,-8.8
-1.056e-02,-3.6
-1.024e-02,-3.6
-9.920e-03,-7.6
-9.600e-03,-8.8
-9.280e-03,4.4
-8.960e-03,0
-8.640e-03,-6.4
-8.320e-03,4.4
-8.000e-03,0.8
-7.680e-03,-3.2
-7.360e-03,1.2
-7.040e-03,-3.6
-6.720e-03,-0.8
-6.400e-03,-2.4
-6.080e-03,4.8
-5.760e-03,1.6
-5.440e-03,13.2
-5.120e-03,5.6
-4.800e-03,2.8
-4.480e-03,4
-4.160e-03,-2.8
-3.840e-03,-2
-3.520e-03,5.6
-3.200e-03,14
-2.880e-03,13.2
-2.560e-03,7.6
-2.240e-03,0.4
-1.920e-03,4.8
-1.600e-03,9.2
-1.280e-03,11.6
-9.600e-04,13.6
-6.400e-04,10.4
-3.200e-04,8
-7.585e-15,4.8
3.200e-04,0
6.400e-04,2
9.600e-04,2.4
1.280e-03,2
1.600e-03,3.6
1.920e-03,6.8
2.240e-03,5.6
2.560e-03,8.4
2.880e-03,2.8
3.200e-03,3.6
3.520e-03,0
3.840e-03,-2
4.160e-03,-3.2
4.480e-03,-1.2
4.800e-03,-1.2
5.120e-03,2
5.440e-03,3.6
5.760e-03,0.8
6.080e-03,-5.6
6.400e-03,-2.8
6.720e-03,-6
7.040e-03,-8.8
7.360e-03,-1.6
7.680e-03,-5.2
8.000e-03,-8.8
8.320e-03,-8.8
8.640e-03,-8.8
8.960e-03,-8.8
9.280e-03,-4.4
9.600e-03,-8.4
9.920e-03,-6
1.024e-02,-8.8
1.056e-02,-8.8
1.088e-02,-8.8
1.120e-02,-8.8
1.152e-02,-6
1.184e-02,-4.8
1.216e-02,-6.4
1.248e-02,-8.4
1.280e-02,-8.8
1.312e-02,-0.4
1.344e-02,-8.4
1.376e-02,2.8
1.408e-02,-4
1.440e-02,-3.2
1.472e-02,-4.4
1.504e-02,1.6
1.536e-02,-4.4
1.568e-02,-0.8
1.600e-02,0.8
1.632e-02,-1.6
1.664e-02,-0.8
1.696e-02,2
1.728e-02,4
1.760e-02,2
1.792e-02,-3.2
1.824e-02,12
1.856e-02,4.4
1.888e-02,-4.8
1.920e-02,8.4
1.952e-02,9.2
1.984e-02,10
2.016e-02,10.4
2.048e-02,3.6
2.080e-02,0
2.112e-02,6.4
2.144e-02,12.4
2.176e-02,14
2.208e-02,7.6
2.240e-02,4.4
2.272e-02,2
2.304e-02,4.4
2.336e-02,6.4
2.368e-02,8
2.400e-02,8.4
2.432e-02,5.2
2.464e-02,7.6
2.496e-02,2.4
2.528e-02,0.4
2.560e-02,5.6
2.592e-02,5.6
2.624e-02,2
2.656e-02,0
2.688e-02,-5.6
2.720e-02,-1.2
2.752e-02,2
2.784e-02,2.4
2.816e-02,0
2.848e-02,-0.4
2.880e-02,2.8
2.912e-02,-0.4
2.944e-02,0
2.976e-02,-8.4
3.008e-02,-8.8
3.040e-02,-8.8
3.072e-02,-4.8
3.104e-02,2.8
3.136e-02,-6
3.168e-02,-9.2
3.200e-02,-8.8
3.232e-02,-8.8
3.264e-02,-8.8
3.296e-02,-3.6
3.328e-02,-2
3.360e-02,-8.8
3.392e-02,-8.8
3.424e-02,-8.8
3.456e-02,-8.8
3.488e-02,-4.4
3.520e-02,-4.8
3.552e-02,-6
3.584e-02,-6.8
3.616e-02,0.8
3.648e-02,-8.8
3.680e-02,-8
3.712e-02,-1.2
3.744e-02,2.4
3.776e-02,-3.6
3.808e-02,-3.6
3.840e-02,-7.6
3.872e-02,-2.8
3.904e-02,-3.2
3.936e-02,-1.2
3.968e-02,-2.8
4.000e-02,-0.4
4.032e-02,6.8
4.064e-02,12.8
4.096e-02,12
4.128e-02,-1.6
4.160e-02,-4.8
4.192e-02,-1.2
4.224e-02,10
4.256e-02,13.2
4.288e-02,4.8
4.320e-02,5.6
4.352e-02,2.8
4.384e-02,5.6
4.416e-02,5.6
4.448e-02,5.6
4.480e-02,12.4
4.512e-02,9.2
4.544e-02,6
4.576e-02,1.2
4.608e-02,0.8
4.640e-02,8.4
4.672e-02,4
4.704e-02,6.8
4.736e-02,5.6
4.768e-02,4.4
4.800e-02,2
4.832e-02,0.4
